Ano;Município;populacao
2017;Cachoeira de Minas (MG);11646
2017;Cachoeira de Pajeú (MG);9479
2017;Cachoeira do Arari (PA);23110
2017;Cachoeira do Piriá (PA);32947
2017;Cachoeira do Sul (RS);85495
2017;Cachoeira dos Índios (PB);10265
2017;Cachoeira Dourada (GO);8355
2017;Cachoeira Dourada (MG);2691
2017;Cachoeira Grande (MA);8930
2017;Cachoeira Paulista (SP);32773
2017;Cachoeiras de Macacu (RJ);57048
2017;Cachoeirinha (PE);20209
2017;Cachoeirinha (RS);127318
2017;Cachoeirinha (TO);2276
2017;Cachoeiro de Itapemirim (ES);211649
2017;Cacimba de Areia (PB);3749
2017;Cacimba de Dentro (PB);17156
2017;Cacimbas (PB);7183
2017;Cacimbinhas (AL);10897
2017;Cacique Doble (RS);5100
2017;Cacoal (RO);88507
2017;Caconde (SP);19025
2017;Caçu (GO);15287
2017;Caculé (BA);23817
2017;Caém (BA);10058
2017;Caetanópolis (MG);11399
2017;Caetanos (BA);16106
2017;Caeté (MG);44377
2017;Caetés (PE);28500
2017;Caetité (BA);52853
2017;Cafarnaum (BA);19006
2017;Cafeara (PR);2911
2017;Cafelândia (PR);17175
2017;Cafelândia (SP);17645
2017;Cafezal do Sul (PR);4245
2017;Caiabu (SP);4211
2017;Caiana (MG);5440
2017;Caiapônia (GO);18505
2017;Caibaté (RS);5042
2017;Caibi (SC);6213
2017;Caiçara (PB);7283
2017;Caiçara (RS);5064
2017;Caiçara do Norte (RN);6624
2017;Caiçara do Rio do Vento (RN);3680
2017;Caicó (RN);68222
2017;Caieiras (SP);98223
2017;Cairu (BA);18224
2017;Caiuá (SP);5695
2017;Cajamar (SP);73921
2017;Cajapió (MA);11019
2017;Cajari (MA);19110
2017;Cajati (SP);28870
2017;Cajazeiras (PB);62187
2017;Cajazeiras do Piauí (PI);3497
2017;Cajazeirinhas (PB);3197
2017;Cajobi (SP);10444
2017;Cajueiro (AL);21526
2017;Cajueiro da Praia (PI);7510
2017;Cajuri (MG);4108
2017;Cajuru (SP);25655
2017;Calçado (PE);11055
2017;Calçoene (AP);10525
2017;Caldas (MG);14529
2017;Caldas Brandão (PB);6025
2017;Caldas Novas (GO);84900
2017;Caldazinha (GO);3703
2017;Caldeirão Grande (BA);13713
2017;Caldeirão Grande do Piauí (PI);5684
2017;Califórnia (PR);8583
2017;Calmon (SC);3380
2017;Calumbi (PE);5736
2017;Camacan (BA);33310
2017;Camaçari (BA);296893
2017;Camacho (MG);3064
2017;Camalaú (PB);6020
2017;Camamu (BA);36644
2017;Camanducaia (MG);22057
2017;Camapuã (MS);13694
2017;Camaquã (RS);66215
2017;Camaragibe (PE);156361
2017;Camargo (RS);2733
2017;Cambará (PR);25401
2017;Cambará do Sul (RS);6680
2017;Cambé (PR);105347
2017;Cambira (PR);7808
2017;Camboriú (SC);78731
2017;Cambuci (RJ);15124
2017;Cambuí (MG);29165
2017;Cambuquira (MG);13053
2017;Cametá (PA);134100
2017;Camocim (CE);62985
2017;Camocim de São Félix (PE);18583
2017;Campanário (MG);3757
2017;Campanha (MG);16627
2017;Campestre (AL);7024
2017;Campestre (MG);21440
2017;Campestre da Serra (RS);3407
2017;Campestre de Goiás (GO);3622
2017;Campestre do Maranhão (MA);14219
2017;Campina da Lagoa (PR);15042
2017;Campina das Missões (RS);5994
2017;Campina do Monte Alegre (SP);5963
2017;Campina do Simão (PR);4062
2017;Campina Grande (PB);410332
2017;Campina Grande do Sul (PR);42547
2017;Campina Verde (MG);20079
2017;Campinaçu (GO);3740
2017;Campinápolis (MT);15386
2017;Campinas (SP);1182429
2017;Campinas do Piauí (PI);5522
2017;Campinas do Sul (RS);5641
2017;Campinorte (GO);12321
2017;Campo Alegre (AL);57548
2017;Campo Alegre (SC);12012
2017;Campo Alegre de Goiás (GO);7149
2017;Campo Alegre de Lourdes (BA);30048
2017;Campo Alegre do Fidalgo (PI);4957
2017;Campo Azul (MG);3863
2017;Campo Belo (MG);54458
2017;Campo Belo do Sul (SC);7177
2017;Campo Bom (RS);64914
2017;Campo Bonito (PR);4162
2017;Campo do Brito (SE);18111
2017;Campo do Meio (MG);11878
2017;Campo do Tenente (PR);7829
2017;Campo Erê (SC);8787
2017;Campo Florido (MG);7886
2017;Campo Formoso (BA);73448
2017;Campo Grande (AL);9692
2017;Campo Grande (MS);874210
2017;Campo Grande (RN);9768
2017;Campo Grande do Piauí (PI);5842
2017;Campo Largo (PR);127309
2017;Campo Largo do Piauí (PI);7154
2017;Campo Limpo de Goiás (GO);7345
2017;Campo Limpo Paulista (SP);82520
2017;Campo Magro (PR);28244
2017;Campo Maior (PI);46082
2017;Campo Mourão (PR);94153
2017;Campo Novo (RS);5161
2017;Campo Novo de Rondônia (RO);14484
2017;Campo Novo do Parecis (MT);33551
2017;Campo Redondo (RN);11244
2017;Campo Verde (MT);39933
2017;Campos Altos (MG);15387
2017;Campos Belos (GO);19786
2017;Campos Borges (RS);3514
2017;Campos de Júlio (MT);6512
2017;Campos do Jordão (SP);51454
2017;Campos dos Goytacazes (RJ);490288
2017;Campos Gerais (MG);29057
2017;Campos Lindos (TO);9795
2017;Campos Novos (SC);35710
2017;Campos Novos Paulista (SP);4900
2017;Campos Sales (CE);27209
2017;Campos Verdes (GO);3399
2017;Camutanga (PE);8493
2017;Cana Verde (MG);5735
2017;Canaã (MG);4699
2017;Canaã dos Carajás (PA);36027
2017;Canabrava do Norte (MT);4630
2017;Cananéia (SP);12609
2017;Canapi (AL);17983
2017;Canápolis (BA);10151
2017;Canápolis (MG);12117
2017;Canarana (BA);26862
2017;Canarana (MT);20707
2017;Canas (SP);4975
2017;Canavieira (PI);3892
2017;Canavieiras (BA);33002
2017;Candeal (BA);8837
2017;Candeias (BA);89707
2017;Candeias (MG);15147
2017;Candeias do Jamari (RO);25266
2017;Candelária (RS);31603
2017;Candiba (BA);14792
2017;Cândido de Abreu (PR);16059
2017;Cândido Godói (RS);6567
2017;Cândido Mendes (MA);19943
2017;Cândido Mota (SP);31263
2017;Cândido Rodrigues (SP);2792
2017;Cândido Sales (BA);26674
2017;Candiota (RS);9406
2017;Candói (PR);15978
2017;Canela (RS);43062
2017;Canelinha (SC);11944
2017;Canguaretama (RN);34267
2017;Canguçu (RS);56103
2017;Canhoba (SE);4058
2017;Canhotinho (PE);24762
2017;Canindé (CE);77514
2017;Canindé de São Francisco (SE);29372
2017;Canitar (SP);5025
2017;Canoas (RS);343853
2017;Canoinhas (SC);54403
2017;Cansanção (BA);36191
2017;Cantá (RR);16877
2017;Cantagalo (MG);4517
2017;Cantagalo (PR);13505
2017;Cantagalo (RJ);19697
2017;Cantanhede (MA);21759
2017;Canto do Buriti (PI);20831
2017;Canudos (BA);17316
2017;Canudos do Vale (RS);1817
2017;Canutama (AM);15490
2017;Capanema (PA);67150
2017;Capanema (PR);19364
2017;Capão Alto (SC);2597
2017;Capão Bonito (SP);47463
2017;Capão Bonito do Sul (RS);1758
2017;Capão da Canoa (RS);48401
2017;Capão do Cipó (RS);3449
2017;Capão do Leão (RS);25495
2017;Caparaó (MG);5489
2017;Capela (AL);17354
2017;Capela (SE);34050
2017;Capela de Santana (RS);11455
2017;Capela do Alto (SP);20005
2017;Capela do Alto Alegre (BA);12199
2017;Capela Nova (MG);4805
2017;Capelinha (MG);37867
2017;Capetinga (MG);7152
2017;Capim (PB);6552
2017;Capim Branco (MG);9678
2017;Capim Grosso (BA);31392
2017;Capinópolis (MG);16250
2017;Capinzal (SC);22524
2017;Capinzal do Norte (MA);10713
2017;Capistrano (CE);17668
2017;Capitão (RS);2769
2017;Capitão Andrade (MG);5405
2017;Capitão de Campos (PI);11229
2017;Capitão Enéas (MG);15237
2017;Capitão Gervásio Oliveira (PI);4033
2017;Capitão Leônidas Marques (PR);15850
2017;Capitão Poço (PA);52839
2017;Capitólio (MG);8682
2017;Capivari (SP);54298
2017;Capivari de Baixo (SC);24298
2017;Capivari do Sul (RS);4362
2017;Capixaba (AC);11136
2017;Capoeiras (PE);19991
2017;Caputira (MG);9431
2017;Caraá (RS);7971
2017;Caracaraí (RR);20807
2017;Caracol (MS);5972
2017;Caracol (PI);10729
2017;Caraguatatuba (SP);116786
2017;Caraí (MG);23781
2017;Caraíbas (BA);9773
2017;Carambeí (PR);22282
2017;Caranaíba (MG);3299
2017;Carandaí (MG);25376
2017;Carangola (MG);33559
2017;Carapebus (RJ);15568
2017;Carapicuíba (SP);396587
2017;Caratinga (MG);91841
2017;Carauari (AM);28337
2017;Caraúbas (PB);4171
2017;Caraúbas (RN);20707
2017;Caraúbas do Piauí (PI);5769
2017;Caravelas (BA);22740
2017;Carazinho (RS);62339
2017;Carbonita (MG);9544
2017;Cardeal da Silva (BA);9544
2017;Cardoso (SP);12328
2017;Cardoso Moreira (RJ);12519
2017;Careaçu (MG);6757
2017;Careiro (AM);37399
2017;Careiro da Várzea (AM);29190
2017;Cariacica (ES);387368
2017;Caridade (CE);22320
2017;Caridade do Piauí (PI);4982
2017;Carinhanha (BA);30118
2017;Carira (SE);21842
2017;Cariré (CE);18660
2017;Cariri do Tocantins (TO);4296
2017;Caririaçu (CE);26892
2017;Cariús (CE);18804
2017;Carlinda (MT);10136
2017;Carlópolis (PR);14431
2017;Carlos Barbosa (RS);28091
2017;Carlos Chagas (MG);19750
2017;Carlos Gomes (RS);1547
2017;Carmésia (MG);2629
2017;Carmo (RJ);18264
2017;Carmo da Cachoeira (MG);12350
2017;Carmo da Mata (MG);11559
2017;Carmo de Minas (MG);14822
2017;Carmo do Cajuru (MG);22136
2017;Carmo do Paranaíba (MG);30861
2017;Carmo do Rio Claro (MG);21458
2017;Carmo do Rio Verde (GO);9862
2017;Carmolândia (TO);2555
2017;Carmópolis (SE);16275
2017;Carmópolis de Minas (MG);18995
2017;Carnaíba (PE);19440
2017;Carnaúba dos Dantas (RN);8188
2017;Carnaubais (RN);10715
2017;Carnaubal (CE);17631
2017;Carnaubeira da Penha (PE);12805
2017;Carneirinho (MG);10072
2017;Carneiros (AL);9155
2017;Caroebe (RR);9493
2017;Carolina (MA);23803
2017;Carpina (PE);82685
2017;Carrancas (MG);4110
2017;Carrapateira (PB);2667
2017;Carrasco Bonito (TO);4055
2017;Caruaru (PE);356128
2017;Carutapera (MA);23576
2017;Carvalhópolis (MG);3581
2017;Carvalhos (MG);4617
2017;Casa Branca (SP);30144
2017;Casa Grande (MG);2309
2017;Casa Nova (BA);73382
2017;Casca (RS);9079
2017;Cascalho Rico (MG);3071
2017;Cascavel (CE);71079
2017;Cascavel (PR);319608
2017;Caseara (TO);5265
2017;Caseiros (RS);3185
2017;Casimiro de Abreu (RJ);41999
2017;Casinhas (PE);14274
2017;Casserengue (PB);7476
2017;Cássia (MG);18057
2017;Cássia dos Coqueiros (SP);2591
2017;Cassilândia (MS);21748
2017;Castanhal (PA);195253
2017;Castanheira (MT);8454
2017;Castanheiras (RO);3550
2017;Castelândia (GO);3610
2017;Castelo (ES);38304
2017;Castelo do Piauí (PI);19410
2017;Castilho (SP);20362
2017;Castro (PR);71501
2017;Castro Alves (BA);27238
2017;Cataguases (MG);75025
2017;Catalão (GO);102393
2017;Catanduva (SP);120691
2017;Catanduvas (PR);10451
2017;Catanduvas (SC);10632
2017;Catarina (CE);20451
2017;Catas Altas (MG);5316
2017;Catas Altas da Noruega (MG);3666
2017;Catende (PE);42343
2017;Catiguá (SP);7700
2017;Catingueira (PB);4934
2017;Catolândia (BA);3669
2017;Catolé do Rocha (PB);30534
2017;Catu (BA);56459
2017;Catuípe (RS);9335
2017;Catuji (MG);6612
2017;Catunda (CE);10365
2017;Caturaí (GO);5041
2017;Caturama (BA);9764
2017;Caturité (PB);4839
2017;Catuti (MG);5151
2017;Caucaia (CE);362223
2017;Cavalcante (GO);9829
2017;Caxambu (MG);22208
2017;Caxambu do Sul (SC);3850
2017;Caxias (MA);162657
2017;Caxias do Sul (RS);483377
2017;Caxingó (PI);5330
2017;Ceará-Mirim (RN);73849
2017;Cedral (MA);10490
2017;Cedral (SP);8971
2017;Cedro (CE);25063
2017;Cedro (PE);11695
2017;Cedro de São João (SE);5933
2017;Cedro do Abaeté (MG);1209
2017;Celso Ramos (SC);2760
2017;Centenário (RS);3016
2017;Centenário (TO);2866
2017;Centenário do Sul (PR);11246
2017;Central (BA);17969
2017;Central de Minas (MG);7112
2017;Central do Maranhão (MA);8615
2017;Centralina (MG);10622
2017;Centro do Guilherme (MA);13555
2017;Centro Novo do Maranhão (MA);21565
2017;Cerejeiras (RO);17934
2017;Ceres (GO);22155
2017;Cerqueira César (SP);19495
2017;Cerquilho (SP);46733
2017;Cerrito (RS);6443
2017;Cerro Azul (PR);17885
2017;Cerro Branco (RS);4694
2017;Cerro Corá (RN);11344
2017;Cerro Grande (RS);2437
2017;Cerro Grande do Sul (RS);11486
2017;Cerro Largo (RS);14069
2017;Cerro Negro (SC);3254
2017;Cesário Lange (SP);17587
2017;Céu Azul (PR);11764
2017;Cezarina (GO);8386
2017;Chã de Alegria (PE);13396
2017;Chã Grande (PE);21525
2017;Chã Preta (AL);7427
2017;Chácara (MG);3101
2017;Chalé (MG);5823
2017;Chapada (RS);9597
2017;Chapada da Natividade (TO);3364
2017;Chapada de Areia (TO);1407
2017;Chapada do Norte (MG);15675
2017;Chapada dos Guimarães (MT);19049
2017;Chapada Gaúcha (MG);12971
2017;Chapadão do Céu (GO);9110
2017;Chapadão do Lageado (SC);2953
2017;Chapadão do Sul (MS);23940
2017;Chapadinha (MA);78965
2017;Chapecó (SC);213279
2017;Charqueada (SP);16772
2017;Charqueadas (RS);38899
2017;Charrua (RS);3482
2017;Chaval (CE);12952
2017;Chavantes (SP);12487
2017;Chaves (PA);23066
2017;Chiador (MG);2789
2017;Chiapetta (RS);4026
2017;Chopinzinho (PR);19911
2017;Choró (CE);13384
2017;Chorozinho (CE);19197
2017;Chorrochó (BA);11591
2017;Chuí (RS);6456
2017;Chupinguaia (RO);10593
2017;Chuvisca (RS);5319
2017;Cianorte (PR);79571
2017;Cícero Dantas (BA);34676
2017;Cidade Gaúcha (PR);12326
2017;Cidade Ocidental (GO);66777
2017;Cidelândia (MA);14539
2017;Cidreira (RS);14710
2017;Cipó (BA);17739
2017;Cipotânea (MG);6868
2017;Ciríaco (RS);4983
2017;Claraval (MG);4847
2017;Claro dos Poções (MG);7819
2017;Cláudia (MT);11716
2017;Cláudio (MG);28287
2017;Clementina (SP);8254
2017;Clevelândia (PR);17250
2017;Coaraci (BA);19022
2017;Coari (AM);84762
2017;Cocal (PI);27338
2017;Cocal de Telha (PI);4812
2017;Cocal do Sul (SC);16446
2017;Cocal dos Alves (PI);6054
2017;Cocalinho (MT);5535
2017;Cocalzinho de Goiás (GO);19583
2017;Cocos (BA);19498
2017;Codajás (AM);27817
2017;Codó (MA);120810
2017;Coelho Neto (MA);48756
2017;Coimbra (MG);7559
2017;Coité do Nóia (AL);10888
2017;Coivaras (PI);3953
2017;Colares (PA);11759
2017;Colatina (ES);124525
2017;Colíder (MT);32298
2017;Colina (SP);18376
2017;Colinas (MA);40575
2017;Colinas (RS);2499
2017;Colinas do Sul (GO);3529
2017;Colinas do Tocantins (TO);34839
2017;Colméia (TO);8409
2017;Colniza (MT);36161
2017;Colômbia (SP);6225
2017;Colombo (PR);237402
2017;Colônia do Gurguéia (PI);6372
2017;Colônia do Piauí (PI);7536
2017;Colônia Leopoldina (AL);21926
2017;Colorado (PR);23941
2017;Colorado (RS);3478
2017;Colorado do Oeste (RO);18467
2017;Coluna (MG);9146
2017;Combinado (TO);4874
2017;Comendador Gomes (MG);3138
2017;Comendador Levy Gasparian (RJ);8336
2017;Comercinho (MG);7599
2017;Comodoro (MT);19932
2017;Conceição (PB);18944
2017;Conceição da Aparecida (MG);10374
2017;Conceição da Barra (ES);31574
2017;Conceição da Barra de Minas (MG);4050
2017;Conceição da Feira (BA);23024
2017;Conceição das Alagoas (MG);26818
2017;Conceição das Pedras (MG);2858
2017;Conceição de Ipanema (MG);4644
2017;Conceição de Macabu (RJ);22461
2017;Conceição do Almeida (BA);18229
2017;Conceição do Araguaia (PA);46571
2017;Conceição do Canindé (PI);4726
2017;Conceição do Castelo (ES);12944
2017;Conceição do Coité (BA);68303
2017;Conceição do Jacuípe (BA);33876
2017;Conceição do Lago-Açu (MA);16192
2017;Conceição do Mato Dentro (MG);18126
2017;Conceição do Pará (MG);5515
2017;Conceição do Rio Verde (MG);13724
2017;Conceição do Tocantins (TO);4179
2017;Conceição dos Ouros (MG);11467
2017;Conchal (SP);27554
2017;Conchas (SP);17638
2017;Concórdia (SC);73766
2017;Concórdia do Pará (PA);32395
2017;Condado (PB);6753
2017;Condado (PE);26186
2017;Conde (BA);26371
2017;Conde (PB);24769
2017;Condeúba (BA);18191
2017;Condor (RS);6836
2017;Cônego Marinho (MG);7624
2017;Confins (MG);6608
2017;Confresa (MT);29471
2017;Congo (PB);4789
2017;Congonhal (MG);11706
2017;Congonhas (MG);53843
2017;Congonhas do Norte (MG);5134
2017;Congonhinhas (PR);8821
2017;Conquista (MG);6960
2017;Conquista D'Oeste (MT);3860
2017;Conselheiro Lafaiete (MG);127369
2017;Conselheiro Mairinck (PR);3866
2017;Conselheiro Pena (MG);23240
2017;Consolação (MG);1810
2017;Constantina (RS);10109
2017;Contagem (MG);658580
2017;Contenda (PR);17961
2017;Contendas do Sincorá (BA);4299
2017;Coqueiral (MG);9432
2017;Coqueiro Baixo (RS);1559
2017;Coqueiro Seco (AL);5918
2017;Coqueiros do Sul (RS);2458
2017;Coração de Jesus (MG);27052
2017;Coração de Maria (BA);23896
2017;Corbélia (PR);17193
2017;Cordeiro (RJ);21250
2017;Cordeirópolis (SP);23793
2017;Cordeiros (BA);8904
2017;Cordilheira Alta (SC);4321
2017;Cordisburgo (MG);9029
2017;Cordislândia (MG);3587
2017;Coreaú (CE);23107
2017;Coremas (PB);15426
2017;Corguinho (MS);5730
2017;Coribe (BA);14933
2017;Corinto (MG);24384
2017;Cornélio Procópio (PR);48677
2017;Coroaci (MG);10339
2017;Coroados (SP);5885
2017;Coroatá (MA);64403
2017;Coromandel (MG);28508
2017;Coronel Barros (RS);2559
2017;Coronel Bicaco (RS);7776
2017;Coronel Domingos Soares (PR);7547
2017;Coronel Ezequiel (RN);5593
2017;Coronel Fabriciano (MG);110326
2017;Coronel Freitas (SC);10130
2017;Coronel João Pessoa (RN);4980
2017;Coronel João Sá (BA);16814
2017;Coronel José Dias (PI);4608
2017;Coronel Macedo (SP);4840
2017;Coronel Martins (SC);2548
2017;Coronel Murta (MG);9411
2017;Coronel Pacheco (MG);3125
2017;Coronel Pilar (RS);1728
2017;Coronel Sapucaia (MS);15016
2017;Coronel Vivida (PR);21666
2017;Coronel Xavier Chaves (MG);3471
2017;Córrego Danta (MG);3359
2017;Córrego do Bom Jesus (MG);3804
2017;Córrego do Ouro (GO);2514
2017;Córrego Fundo (MG);6295
2017;Córrego Novo (MG);2970
2017;Correia Pinto (SC);13358
2017;Corrente (PI);26205
2017;Correntes (PE);18098
2017;Correntina (BA);33361
2017;Cortês (PE);12560
2017;Corumbá (MS);109899
2017;Corumbá de Goiás (GO);11086
2017;Corumbaíba (GO);9332
2017;Corumbataí (SP);4054
2017;Corumbataí do Sul (PR);3617
2017;Corumbiara (RO);8659
2017;Corupá (SC);15541
2017;Coruripe (AL);57498
2017;Cosmópolis (SP);69086
2017;Cosmorama (SP);7374
2017;Costa Marques (RO);17400
2017;Costa Rica (MS);20159
2017;Cotegipe (BA);14414
2017;Cotia (SP);237750
2017;Cotiporã (RS);4000
2017;Cotriguaçu (MT);18689
2017;Couto de Magalhães de Minas (MG);4444
2017;Couto Magalhães (TO);5529
2017;Coxilha (RS);2876
2017;Coxim (MS);33323
2017;Coxixola (PB);1925
2017;Craíbas (AL);24510
2017;Crateús (CE);74426
2017;Crato (CE);130604
2017;Cravinhos (SP);34651
2017;Cravolândia (BA);5576
2017;Criciúma (SC);211369
2017;Crisólita (MG);6631
2017;Crisópolis (BA);21835
2017;Crissiumal (RS);14195
2017;Cristais (MG);12564
2017;Cristais Paulista (SP);8424
2017;Cristal (RS);7831
2017;Cristal do Sul (RS);2918
2017;Cristalândia (TO);7374
2017;Cristalândia do Piauí (PI);8154
2017;Cristália (MG);6042
2017;Cristalina (GO);55347
2017;Cristiano Otoni (MG);5225
2017;Cristianópolis (GO);3029
2017;Cristina (MG);10482
2017;Cristinápolis (SE);18270
2017;Cristino Castro (PI);10253
2017;Cristópolis (BA);14403
2017;Crixás (GO);16893
2017;Crixás do Tocantins (TO);1708
2017;Croatá (CE);17874
2017;Cromínia (GO);3606
2017;Crucilândia (MG);5057
2017;Cruz (CE);23983
2017;Cruz Alta (RS);63463
2017;Cruz das Almas (BA);64932
2017;Cruz do Espírito Santo (PB);17559
2017;Cruz Machado (PR);18907
2017;Cruzália (SP);2161
2017;Cruzaltense (RS);2059
2017;Cruzeiro (SP);81724
2017;Cruzeiro da Fortaleza (MG);4174
2017;Cruzeiro do Iguaçu (PR);4369
2017;Cruzeiro do Oeste (PR);21237
2017;Cruzeiro do Sul (AC);82622
2017;Cruzeiro do Sul (PR);4619
2017;Cruzeiro do Sul (RS);12258
2017;Cruzeta (RN);8147
2017;Cruzília (MG);15497
2017;Cruzmaltina (PR);3110
2017;Cubatão (SP);128748
2017;Cubati (PB);7274
2017;Cuiabá (MT);590118
2017;Cuité (PB);20348
2017;Cuité de Mamanguape (PB);6358
2017;Cuitegi (PB);6790
2017;Cujubim (RO);22443
2017;Cumari (GO);2975
2017;Cumaru (PE);11559
2017;Cumaru do Norte (PA);13093
2017;Cumbe (SE);4012
2017;Cunha (SP);21929
2017;Cunha Porã (SC);11057
2017;Cunhataí (SC);1955
2017;Cuparaque (MG);4995
2017;Cupira (PE);23977
2017;Curaçá (BA);35524
2017;Curimatá (PI);11190
2017;Curionópolis (PA);17453
2017;Curitiba (PR);1908359
2017;Curitibanos (SC);39566
2017;Curiúva (PR);15004
2017;Currais (PI);4871
2017;Currais Novos (RN);45228
2017;Curral de Cima (PB);5232
2017;Curral de Dentro (MG);7623
2017;Curral Novo do Piauí (PI);5251
2017;Curral Velho (PB);2517
2017;Curralinho (PA);33490
2017;Curralinhos (PI);4367
2017;Curuá (PA);13996
2017;Curuçá (PA);38959
2017;Cururupu (MA);30706
2017;Curvelândia (MT);5049
2017;Curvelo (MG);79878
2017;Custódia (PE);36753
2017;Cutias (AP);5637
2017;Damianópolis (GO);3389
2017;Damião (PB);5343
2017;Damolândia (GO);2935
2017;Darcinópolis (TO);5988
2017;Dário Meira (BA);11716
2017;Datas (MG);5471
2017;David Canabarro (RS);4844
2017;Davinópolis (GO);2133
2017;Davinópolis (MA);12659
2017;Delfim Moreira (MG);8205
2017;Delfinópolis (MG);7186
